time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
18:26:14:1540,8.6825,-3.8876,4.8660,10.685
18:26:14:1700,8.3035,-4.4054,5.5012,10.891
18:26:14:1729,5.7574,-5.5465,3.8141,8.858
18:26:14:1860,2.8445,-5.3609,1.2555,6.197
18:26:14:1970,3.4802,-4.0585,-1.0212,5.443
18:26:14:2020,9.8464,-1.7002,-0.8234,10.026
18:26:14:2130,17.3737,1.8191,-0.0447,17.469
18:26:14:2220,18.9754,4.4702,0.7711,19.510
18:26:14:2330,19.9372,5.1628,-2.2672,20.719
18:26:14:2420,12.8432,4.1763,-0.1604,13.506
18:26:14:2530,6.0480,1.4337,2.4901,6.696
18:26:14:2640,4.1169,0.3093,5.7228,7.057
18:26:14:2720,5.2334,1.1828,7.1953,8.976
18:26:14:2810,5.0655,1.9427,4.3726,6.968
18:26:14:2940,4.1203,2.2672,-0.5057,4.730
18:26:14:3010,4.0525,2.6271,-4.5624,6.644
18:26:14:3120,3.9507,3.1277,-7.6087,9.126
18:26:14:3220,1.3955,2.3255,-8.7064,9.119
18:26:14:3330,-2.2130,-0.3068,-5.2171,5.675
18:26:14:3410,-2.9406,-1.3204,-1.9082,3.746
18:26:14:3520,-4.0342,-1.5891,1.3582,4.544
18:26:14:3620,-4.7897,-1.7085,2.5448,5.686
18:26:14:3720,-4.4242,-1.3754,2.2700,5.159
18:26:14:3820,-3.6752,0.3761,0.0612,3.695
18:26:14:3940,-1.6454,2.3363,-3.3516,4.404
18:26:14:4010,0.3702,4.2920,-5.4394,6.939
18:26:14:4120,2.2228,6.6337,-5.6653,9.002
18:26:14:4220,3.9310,8.3878,-2.6394,9.632
18:26:14:4390,4.9331,10.3307,1.5531,11.553
18:26:14:4420,4.1137,13.1980,6.3745,15.223
18:26:14:4520,2.2554,16.7552,8.9887,19.147
18:26:14:4610,4.6139,19.2391,7.3083,21.091
18:26:14:4720,10.1191,21.9798,2.9366,24.375
18:26:14:4810,13.5995,22.7281,-1.3058,26.518
18:26:14:4930,13.0883,20.7584,-3.7781,24.829
18:26:14:5020,9.3706,16.3539,-4.1319,19.296
18:26:14:5130,5.0001,10.7736,-3.0289,12.257
18:26:14:5210,2.4768,7.5375,-1.8668,8.151
18:26:14:5340,-0.0108,5.1157,-0.7028,5.164
18:26:14:5410,-0.9649,4.1557,0.2069,4.271
18:26:14:5540,-0.0388,4.1098,1.9827,4.563
18:26:14:5629,1.6188,4.1837,2.5136,5.142
18:26:14:5729,2.4362,3.8546,2.5085,5.204
18:26:14:5820,2.5169,3.2770,2.0434,4.610
18:26:14:5950,2.4742,2.4851,1.5561,3.836
18:26:14:6020,2.1186,1.6752,0.9760,2.872
18:26:14:6140,1.1349,0.1430,0.8140,1.404
18:26:14:6230,-0.3130,-1.6658,0.7966,1.873
18:26:14:6330,-2.0578,-3.5620,0.2556,4.122
18:26:14:6430,-3.4564,-5.1453,-0.1266,6.200
18:26:14:6540,-4.7708,-7.0421,-0.1346,8.507
18:26:14:6660,-4.8859,-8.1962,-0.0914,9.542
18:26:14:6730,-4.6404,-8.6232,0.0540,9.793
18:26:14:6820,-4.1904,-8.8017,0.2254,9.751
18:26:14:6919,-3.6853,-9.0671,0.1518,9.789
18:26:14:7020,-3.3735,-9.1300,0.2447,9.736
18:26:14:7120,-2.7508,-8.8241,0.4288,9.253
18:26:14:7220,-2.5545,-8.6898,0.8410,9.096
18:26:14:7380,-2.7131,-8.9386,1.6992,9.495
18:26:14:7420,-2.9637,-9.3974,2.4200,10.146
18:26:14:7530,-2.9836,-9.9400,3.2599,10.878
18:26:14:7620,-2.9707,-10.0997,3.4654,11.083
18:26:14:7730,-3.1171,-9.9396,3.1979,10.897
18:26:14:7820,-4.1301,-10.0572,3.0447,11.290
18:26:14:7930,-5.9202,-10.6875,1.6011,12.322
18:26:14:8010,-8.1590,-11.5833,0.2974,14.171
18:26:14:8129,-12.0682,-13.2507,-1.0593,17.954
18:26:14:8220,-12.7014,-14.0049,-2.9369,19.133
18:26:14:8330,-4.0229,-10.0866,-2.3011,11.100
18:26:14:8410,6.9995,-5.1555,-0.3139,8.699
18:26:14:8530,17.9562,-1.1739,2.3128,18.143
18:26:14:8650,20.3487,-0.9861,3.4223,20.658
18:26:14:8730,14.1698,-3.3410,1.5114,14.637
18:26:14:8810,7.0116,-5.4839,-0.6152,8.923
18:26:14:8920,0.5932,-7.4977,-3.3529,8.235
18:26:14:9020,1.0161,-7.8919,-3.2444,8.593
18:26:14:9120,6.3326,-6.6223,-1.5377,9.291
18:26:14:9220,12.1340,-4.1893,-0.2427,12.839
18:26:14:9320,13.6848,-2.3687,-0.3302,13.892
18:26:14:9440,12.7137,-1.6003,-1.1203,12.863
18:26:14:9530,9.5413,-1.8807,-0.4218,9.734
18:26:14:9640,7.3759,-2.4810,1.0414,7.851
18:26:14:9720,6.8584,-2.3309,2.2148,7.575
18:26:14:9820,6.0128,-1.5328,2.3361,6.630
18:26:14:9930,4.6802,-1.0429,1.2774,4.962
18:26:15:0010,3.4256,-0.5930,-0.3169,3.491
18:26:15:0160,2.1047,-0.4246,-1.7837,2.791
18:26:15:0210,0.2036,-0.4877,-2.1034,2.169
18:26:15:0320,-2.1565,-1.2035,-1.8689,3.097
18:26:15:0420,-3.5771,-1.6169,-0.8895,4.025
18:26:15:0530,-4.0746,-1.1141,-0.5225,4.256
18:26:15:0610,-3.3864,-0.6019,0.0643,3.440
18:26:15:0730,-1.4482,1.1424,0.6212,1.946
18:26:15:0820,-0.2441,3.0422,0.4275,3.082
18:26:15:0920,0.6551,5.3537,-0.1973,5.397
18:26:15:1019,1.3633,7.1853,-1.5038,7.467
18:26:15:1140,2.8399,9.9184,-1.7104,10.458
18:26:15:1220,1.5102,11.7307,-1.5343,11.927
18:26:15:1330,0.1280,13.8140,0.4217,13.821
18:26:15:1419,2.1507,17.6074,4.4054,18.277
18:26:15:1520,8.3784,22.5524,7.1723,25.105
18:26:15:1620,13.6185,25.7762,6.7355,29.921
18:26:15:1729,18.4458,27.8456,1.8821,33.454
18:26:15:1820,17.9597,26.7570,-2.7547,32.343
18:26:15:1930,13.7260,22.1743,-5.4171,26.635
18:26:15:2010,9.0057,17.2570,-4.2417,19.922
18:26:15:2120,4.4221,12.6509,-1.6327,13.501
18:26:15:2230,0.7308,9.0338,1.3736,9.167
18:26:15:2330,-0.4134,6.6479,4.0633,7.802
18:26:15:2420,0.4499,5.1271,4.4055,6.775
18:26:15:2590,3.0685,4.2015,2.8375,5.926
18:26:15:2620,4.5297,3.9524,0.2222,6.016
18:26:15:2730,4.1940,3.0999,-2.9232,5.979
18:26:15:2819,3.1468,1.8147,-4.9514,6.141
18:26:15:2930,1.2888,-0.1000,-5.7128,5.857
18:26:15:3020,-0.2855,-2.3851,-4.1043,4.756
18:26:15:3140,-1.9142,-4.6337,-1.8674,5.350
18:26:15:3220,-3.7082,-6.8156,-0.2292,7.762
18:26:15:3330,-4.9153,-8.7915,1.2430,10.149
18:26:15:3410,-5.4640,-10.4198,2.6620,12.063
18:26:15:3530,-4.8554,-11.2621,3.9673,12.890
18:26:15:3630,-4.4245,-11.6828,3.9397,13.099
18:26:15:3730,-3.5283,-11.9415,3.3704,12.900
18:26:15:3810,-3.4547,-11.9163,2.5178,12.660
18:26:15:3930,-3.7249,-11.9361,0.7416,12.526
18:26:15:4010,-3.8554,-11.8364,-0.4200,12.456
18:26:15:4140,-3.9759,-11.7669,-0.9794,12.459
18:26:15:4240,-4.3281,-11.6677,-0.6171,12.460
18:26:15:4320,-4.7050,-11.7483,1.3043,12.722
18:26:15:4420,-4.4409,-11.9309,3.1297,13.110
18:26:15:4530,-3.5118,-11.5640,4.7128,12.972
18:26:15:4640,-2.8916,-11.2932,5.7526,13.000
18:26:15:4730,-2.3263,-10.9067,5.7167,12.532
18:26:15:4820,-2.6636,-10.4608,3.7011,11.411
18:26:15:4930,-4.0483,-10.0982,-1.0224,10.927
18:26:15:5020,-5.5542,-9.7833,-4.9403,12.287
18:26:15:5140,-8.3716,-9.4600,-9.4581,15.781
18:26:15:5210,-6.4358,-8.4723,-10.9346,15.257
18:26:15:5330,0.7675,-6.1842,-5.0657,8.031
18:26:15:5410,7.6507,-5.0193,2.0246,9.372
18:26:15:5590,14.8547,-3.5981,9.6071,18.053
18:26:15:5620,14.9353,-3.6717,10.9377,18.873
18:26:15:5729,8.5737,-5.4115,6.5205,12.054
18:26:15:5830,3.5049,-6.4830,1.7993,7.586
18:26:15:5920,3.5075,-5.5620,-1.9195,6.850
18:26:15:6020,7.2849,-2.6125,-2.4674,8.123
18:26:15:6160,13.4341,0.9594,-0.8807,13.497
18:26:15:6220,17.1300,3.4801,1.1864,17.520
18:26:15:6360,15.9399,4.1745,2.4602,16.660
18:26:15:6420,12.5633,3.4161,3.0492,13.372
18:26:15:6520,8.9030,2.7358,3.7373,10.036
18:26:15:6620,6.6939,2.4387,4.0392,8.190
18:26:15:6740,5.6385,2.5690,3.4589,7.096
18:26:15:6969,5.9518,3.5771,2.4391,7.360
18:26:15:6979,3.8453,4.4175,-0.1783,5.859
18:26:15:7010,1.1598,4.0356,-2.0249,4.662
18:26:15:7150,-1.2191,3.7354,-3.8696,5.515
18:26:15:7220,-2.3216,3.7416,-4.2681,6.132
18:26:15:7320,-3.3341,3.7170,-3.4368,6.062
18:26:15:7420,-3.5048,3.9518,-2.1660,5.709
18:26:15:7530,-4.2069,4.3382,-1.2019,6.161
18:26:15:7620,-5.0911,4.7306,0.0062,6.950
18:26:15:7730,-4.2738,6.1858,0.9489,7.578
18:26:15:7810,-2.5547,7.6739,0.7066,8.119
18:26:15:7920,-1.7991,9.8208,-0.9291,10.027
18:26:15:8060,-1.7946,10.7452,-2.3516,11.145
18:26:15:8139,-1.2251,11.4584,-2.5690,11.807
18:26:15:8210,0.0195,12.3330,-0.7089,12.353
18:26:15:8320,0.8508,13.2268,2.0869,13.417
18:26:15:8430,0.0809,13.3210,4.1201,13.944
18:26:15:8540,-0.1234,13.4753,6.5210,14.971
18:26:15:8620,2.7737,13.3896,6.9147,15.323
18:26:15:8720,7.2773,13.3323,3.7745,15.651
18:26:15:8820,10.3094,12.7378,-0.0623,16.387
18:26:15:8930,13.4781,11.8290,-3.1806,18.213
18:26:15:9010,14.5756,10.2952,-4.5404,18.413
18:26:15:9140,13.0099,7.5500,-4.8740,15.812
18:26:15:9210,9.3963,5.2035,-3.7981,11.393
18:26:15:9330,5.4030,2.7467,-1.7503,6.309
18:26:15:9420,2.2416,0.8484,1.2213,2.690
18:26:15:9530,1.4032,-0.3122,4.4653,4.691
18:26:15:9630,1.7663,-0.7812,5.3236,5.663
18:26:15:9720,2.5023,-1.1224,3.9888,4.841
18:26:15:9830,2.4070,-1.7341,2.0752,3.620
18:26:15:9930,1.4782,-3.0248,-0.1007,3.368
18:26:16:0020,0.0559,-4.5165,-1.3312,4.709
18:26:16:0140,-1.3555,-6.5360,-1.5086,6.843
18:26:16:0220,-3.0027,-8.7539,-0.7227,9.283
18:26:16:0330,-4.9111,-11.0288,-0.0924,12.073
18:26:16:0420,-6.7213,-13.6062,0.7254,15.193
18:26:16:0530,-8.4583,-15.5914,1.8798,17.837
18:26:16:0709,-9.6518,-16.7177,2.1832,19.427
18:26:16:0740,-10.1865,-17.5905,1.6970,20.398
18:26:16:0880,-9.4429,-17.9072,1.0900,20.274
18:26:16:0920,-8.6623,-17.4434,0.8695,19.495
18:26:16:1019,-8.3021,-17.1527,1.0514,19.085
18:26:16:1120,-8.3949,-16.9933,0.8985,18.975
18:26:16:1220,-8.3511,-17.0107,0.9016,18.971
18:26:16:1340,-8.8077,-17.8445,2.5063,20.057
18:26:16:1419,-8.6074,-17.8212,3.0912,20.031
18:26:16:1530,-8.3337,-17.8329,2.1814,19.805
18:26:16:1630,-7.9725,-17.6474,0.7570,19.380
18:26:16:1729,-6.1493,-17.0385,-1.1660,18.152
18:26:16:1810,-5.4262,-16.0598,-2.2822,17.105
18:26:16:1930,-4.8706,-15.3298,-4.7837,16.781
18:26:16:2020,-3.4632,-13.5977,-6.2408,15.357
18:26:16:2130,-0.0234,-9.2453,-6.4022,11.246
18:26:16:2220,5.5055,-4.2441,-4.2519,8.149
18:26:16:2360,13.3036,0.6472,1.2236,13.375
18:26:16:2420,19.2823,4.3923,6.8730,20.937
18:26:16:2530,21.5675,9.3931,9.9350,25.536
18:26:16:2620,20.2980,11.2505,10.2133,25.355
18:26:16:2720,17.1885,12.1796,9.1050,22.950
18:26:16:2819,15.4988,13.0137,6.6748,21.310
18:26:16:2930,15.1326,13.2554,1.9226,20.209
18:26:16:3020,16.1882,14.1861,-0.4714,21.530
18:26:16:3130,17.9648,16.4311,-2.0588,24.433
18:26:16:3210,19.9365,18.9334,-2.7789,27.634
18:26:16:3340,21.6768,22.5369,-2.8506,31.399
18:26:16:3410,18.1544,22.8623,-2.2630,29.281
18:26:16:3520,12.3975,21.2626,1.5301,24.660
18:26:16:3620,8.5262,19.8381,3.5993,21.891
18:26:16:3720,6.9017,18.7628,2.7555,20.181
18:26:16:3830,6.4303,18.1616,0.5351,19.274
18:26:16:3930,3.7010,16.3595,-3.7794,17.193
18:26:16:4010,0.7252,13.7391,-5.9411,14.986
18:26:16:4120,-0.8808,10.4832,-5.8373,12.031
18:26:16:4210,-1.1812,7.9071,-4.2644,9.061
18:26:16:4380,-1.5901,4.5939,-2.1981,5.335
18:26:16:4460,-2.2257,2.1991,-1.2944,3.386
18:26:16:4530,-2.6422,-0.5648,-0.4624,2.741
18:26:16:4610,-1.5424,-2.6069,0.3584,3.050
18:26:16:4720,-0.5213,-4.7095,1.1082,4.866
18:26:16:4830,-0.0588,-6.1340,2.3408,6.566
18:26:16:4930,1.4811,-7.6251,3.0352,8.340
18:26:16:5010,2.6859,-8.5548,3.0668,9.476
18:26:16:5130,3.7878,-9.4547,2.8117,10.566
18:26:16:5260,4.3909,-10.9126,2.7478,12.080
18:26:16:5350,3.6694,-13.1525,1.9818,13.798
18:26:16:5410,1.9677,-15.6000,1.5965,15.804
18:26:16:5520,-1.1546,-17.9516,1.1309,18.024
18:26:16:5620,-3.1964,-19.1222,0.7782,19.403
18:26:16:5780,-4.6903,-19.0769,0.7653,19.660
18:26:16:5840,-4.3344,-18.5771,0.9037,19.097
18:26:16:5920,-3.1275,-17.8358,1.7735,18.195
18:26:16:6010,-1.0016,-16.5838,1.9957,16.733
18:26:16:6150,2.0954,-15.2113,0.8145,15.377
18:26:16:6210,3.8932,-14.6795,0.3614,15.191
18:26:16:6360,5.5738,-13.2579,-0.8516,14.407
18:26:16:6410,5.3590,-11.9773,-1.5296,13.210
18:26:16:6520,3.7292,-11.2894,-2.4333,12.136
18:26:16:6610,2.4457,-10.7365,-3.5316,11.564
18:26:16:6730,2.5648,-10.3618,-2.4926,10.962
18:26:16:6840,2.8327,-9.9085,-0.8202,10.338
18:26:16:6929,4.2246,-9.5423,1.2227,10.507
18:26:16:7030,6.5269,-8.0352,3.7005,10.994
18:26:16:7130,7.0353,-4.8015,4.1106,9.458
18:26:16:7260,7.8919,-2.5187,1.8832,8.495
18:26:16:7390,9.1702,0.4427,0.1726,9.183
18:26:16:7430,9.3476,2.8182,-0.3599,9.770
18:26:16:7530,7.2078,4.2840,-1.3586,8.494
18:26:16:7620,3.5682,4.3811,-1.3249,5.804
18:26:16:7730,0.7966,4.0548,0.9720,4.245
18:26:16:7820,-0.7993,4.6742,3.8261,6.093
18:26:16:7930,0.0676,7.4295,5.6721,9.347
18:26:16:8040,1.8367,10.7928,5.7448,12.364
18:26:16:8129,2.4272,15.1179,4.2819,15.899
18:26:16:8210,1.2897,17.2320,2.8747,17.518
18:26:16:8350,-1.3386,17.9159,2.6051,18.154
18:26:16:8420,-2.4066,18.0059,3.9457,18.590
18:26:16:8530,-2.5177,18.3603,5.7208,19.395
18:26:16:8610,-2.3235,18.5120,6.0287,19.607
18:26:16:8740,-2.2516,18.5436,4.6296,19.245
18:26:16:8850,-2.2156,18.4393,4.5977,19.133
18:26:16:8920,-1.2436,17.6458,1.3138,17.738
18:26:16:9010,-0.9275,17.0263,0.9329,17.077
18:26:16:9120,0.1143,16.1476,2.5921,16.355
18:26:16:9210,0.1261,15.2539,4.0952,15.795
18:26:16:9330,-0.6025,13.2902,4.9205,14.185
18:26:16:9410,0.3500,13.0208,5.8373,14.274
18:26:16:9530,4.9153,13.7278,7.0230,16.184
18:26:16:9610,9.2000,13.4779,5.4919,17.218
18:26:16:9760,9.6280,11.2109,2.6015,15.005
18:26:16:9830,10.2234,9.2734,1.9060,13.934
18:26:16:9920,9.7408,6.6615,2.6276,12.090
18:26:17:0010,7.9568,4.3886,3.3478,9.684
18:26:17:0130,5.4980,1.8643,4.2146,7.174
18:26:17:0210,4.4602,0.4105,5.3011,6.940
18:26:17:0370,3.8493,-0.9372,5.8403,7.057
18:26:17:0410,3.9973,-1.3876,5.2225,6.721
18:26:17:0520,4.3470,-1.6412,3.5959,5.875
18:26:17:0610,5.8165,-1.4221,1.7089,6.227
18:26:17:0720,7.4262,-1.3636,0.0521,7.551
18:26:17:0810,7.5517,-2.1285,-0.9261,7.900
18:26:17:0920,6.3384,-4.1975,-1.5321,7.755
18:26:17:1010,3.7304,-6.5601,-1.7525,7.747
18:26:17:1150,-0.3717,-9.5205,-1.4330,9.635
18:26:17:1210,-2.5096,-11.4223,-0.4841,11.705
18:26:17:1320,-4.2019,-13.6353,0.7164,14.286
18:26:17:1409,-5.0689,-15.0308,1.1982,15.908
18:26:17:1520,-5.8063,-16.5806,0.9827,17.595
18:26:17:1610,-5.7549,-17.2467,0.2997,18.184
18:26:17:1739,-5.2055,-17.4637,-0.5047,18.230
18:26:17:1810,-4.4933,-17.3927,-1.0617,17.995
18:26:17:1920,-4.8505,-18.0497,-1.9539,18.792
18:26:17:2020,-6.4024,-18.9845,-1.8825,20.123
18:26:17:2120,-7.8811,-20.4313,-0.3052,21.901
18:26:17:2220,-8.6652,-21.3368,1.7386,23.095
18:26:17:2320,-8.7407,-22.0807,4.3506,24.143
18:26:17:2410,-7.8333,-22.2089,5.9934,24.301
18:26:17:2570,-5.1355,-21.6209,7.0842,23.324
18:26:17:2610,-3.0542,-20.6189,6.8199,21.931
18:26:17:2760,-1.7954,-19.2976,4.6140,19.923
18:26:17:2810,-0.7828,-17.9630,1.4177,18.036
18:26:17:2920,1.5301,-16.3726,-3.1413,16.741
18:26:17:3020,3.1940,-14.5431,-6.4283,16.218
18:26:17:3120,6.9599,-10.0934,-7.2033,14.220
18:26:17:3210,14.4785,-4.3949,-5.8090,16.208
18:26:17:3340,25.1175,3.2427,-0.2286,25.327
18:26:17:3410,28.5570,7.7842,4.6659,29.964
18:26:17:3530,28.2536,10.1695,8.1581,31.117
18:26:17:3610,26.3148,12.0510,8.8698,30.272
18:26:17:3720,24.5980,14.2789,6.1051,29.090
18:26:17:3810,24.2157,17.2368,1.6046,29.767
18:26:17:3970,24.3373,20.0418,-2.6970,31.643
18:26:17:4020,23.4552,21.5080,-3.9044,32.062
18:26:17:4130,18.2723,21.2043,-4.1896,28.303
18:26:17:4220,13.1605,19.7703,-2.6373,23.896
18:26:17:4350,6.5784,17.4424,-0.3070,18.644
18:26:17:4420,2.4153,15.5226,1.1606,15.752
18:26:17:4520,-1.5466,13.7062,2.2372,13.973
18:26:17:4620,-3.7184,12.6333,2.6972,13.442
18:26:17:4720,-5.1913,11.4467,2.6570,12.847
18:26:17:4830,-6.1566,9.7221,2.9837,11.888
18:26:17:4930,-7.2551,8.1924,3.7029,11.553
18:26:17:5020,-7.7680,6.9492,4.3652,11.300
18:26:17:5130,-8.1207,6.0616,5.1074,11.348
18:26:17:5210,-8.9193,5.5691,5.7037,11.962
18:26:17:5350,-10.6142,4.7044,5.9087,13.027
18:26:17:5410,-11.7320,4.0649,5.6781,13.653
18:26:17:5520,-12.1901,3.7946,6.6024,14.373
18:26:17:5620,-11.1628,3.6793,7.7049,14.054
18:26:17:5790,-9.9595,3.6990,8.3998,13.544
18:26:17:5820,-8.8491,3.8230,8.5322,12.873
18:26:17:5920,-8.0972,3.9413,7.5073,11.724
18:26:17:6020,-7.2642,3.9943,5.3306,9.856
18:26:17:6130,-5.2499,3.9427,3.6185,7.497
18:26:17:6210,-2.8290,4.0785,2.9205,5.759
18:26:17:6330,-0.4334,4.3972,1.2036,4.580
18:26:17:6490,0.4221,4.3530,-0.3413,4.387
18:26:17:6530,1.2350,4.3878,-1.7597,4.886
18:26:17:6610,1.7138,5.2829,-1.2204,5.686
18:26:17:6730,0.2671,5.4801,-0.6902,5.530
18:26:17:6820,-1.0252,5.4183,-0.2444,5.520
18:26:17:6929,-1.1966,5.4725,1.9180,5.921
18:26:17:7110,1.0998,5.0765,4.0250,6.571
18:26:17:7130,6.4598,4.3497,4.8304,9.164
18:26:17:7210,9.8378,4.0042,4.4565,11.518
18:26:17:7340,12.0010,3.0386,2.7160,12.674
18:26:17:7420,11.7481,1.4843,1.4630,11.932
18:26:17:7630,9.3097,-0.5369,0.7737,9.357
18:26:17:7640,7.3251,-2.0176,0.4620,7.612
18:26:17:7720,5.3866,-3.2468,0.8256,6.343
18:26:17:7820,3.7523,-4.4079,1.5444,5.991
18:26:17:7920,2.4649,-5.2598,1.4976,5.999
18:26:17:8010,1.7784,-5.8780,1.0253,6.226
18:26:17:8129,1.2050,-6.4431,0.4947,6.573
18:26:17:8210,1.2177,-6.9071,-0.1216,7.015
18:26:17:8320,1.0029,-7.8742,-1.3728,8.056
18:26:17:8420,0.0482,-8.6858,-2.0826,8.932
18:26:17:8540,-1.8966,-10.6160,-1.7401,10.924
18:26:17:8610,-3.1550,-11.2094,-0.7515,11.669
18:26:17:8730,-3.4005,-12.4205,0.1437,12.878
18:26:17:8820,-3.0530,-13.2550,0.9079,13.632
18:26:17:8920,-2.6560,-13.5686,2.1340,13.990
18:26:17:9020,-3.1635,-13.9537,2.5514,14.534
18:26:17:9120,-3.8478,-14.2651,1.5044,14.851
18:26:17:9220,-5.0274,-14.2001,0.2166,15.065
18:26:17:9340,-6.5163,-14.5626,-1.3153,16.008
18:26:17:9420,-7.4010,-14.8704,-1.4537,16.674
18:26:17:9560,-8.2371,-14.9930,-2.5490,17.296
18:26:17:9610,-7.6822,-15.4239,-2.1209,17.361
18:26:17:9730,-6.0871,-15.5675,-0.7977,16.734
18:26:17:9820,-3.6394,-14.8422,0.8365,15.305
18:26:17:9930,-1.1568,-13.7797,2.7417,14.097
18:26:18:0030,-0.6012,-12.7925,3.3693,13.242
18:26:18:0120,-0.5645,-11.7575,3.0841,12.168
18:26:18:0220,-1.6567,-10.2239,2.2213,10.593
18:26:18:0330,2.4682,-8.9272,-1.7421,9.425
18:26:18:0420,2.5673,-6.9567,-1.0913,7.495
18:26:18:0590,12.5218,-0.7138,1.2526,12.605
18:26:18:0610,20.1487,6.1025,5.8715,21.856
18:26:18:0740,32.0676,13.2733,9.0825,35.875
18:26:18:0820,33.2697,17.7949,11.7179,39.507
18:26:18:0930,30.8100,19.0403,10.0202,37.579
18:26:18:1050,24.7481,17.8380,6.7330,31.241
18:26:18:1120,16.4952,16.2311,1.9296,23.222
18:26:18:1210,11.6576,14.9755,-1.2063,19.016
18:26:18:1330,8.3935,14.2139,-2.7812,16.740
18:26:18:1409,6.7730,13.8796,-2.7154,15.681
18:26:18:1570,4.7596,13.6117,-2.1867,14.585
18:26:18:1610,3.3520,13.7735,-0.8300,14.200
18:26:18:1770,1.9556,13.9809,0.8630,14.143
18:26:18:1820,0.3647,14.0759,1.9784,14.219
18:26:18:1920,-1.7878,13.8750,2.3748,14.190
18:26:18:2030,-3.4748,13.2917,2.4851,13.961
18:26:18:2140,-5.0361,12.7540,2.6235,13.961
18:26:18:2210,-6.4412,11.9347,2.2365,13.745
18:26:18:2330,-7.8136,10.5861,1.9005,13.294
18:26:18:2420,-8.8532,9.3689,1.6493,12.995
18:26:18:2560,-9.6087,7.9269,1.0573,12.501
18:26:18:2630,-9.9649,6.8931,0.3700,12.122
18:26:18:2770,-10.2735,6.0749,0.2251,11.937
18:26:18:2810,-10.2757,5.2909,0.8954,11.592
18:26:18:2940,-10.0926,4.5398,1.9731,11.241
18:26:18:3020,-9.4839,3.9326,3.4012,10.816
18:26:18:3130,-8.2619,3.2725,5.3993,10.398
18:26:18:3210,-7.1371,2.3784,7.2877,10.474
18:26:18:3330,-6.2016,1.2547,8.4672,10.570
18:26:18:3420,-5.3581,0.3229,8.5293,10.078
18:26:18:3550,-3.6465,0.1894,7.8135,8.625
18:26:18:3610,-1.7632,0.7200,6.4020,6.679
18:26:18:3750,0.8817,2.1467,3.8146,4.465
18:26:18:3830,2.2668,3.9634,2.1202,5.034
18:26:18:3950,2.9125,5.7333,0.8700,6.489
18:26:18:4030,2.7319,6.5000,-0.6489,7.081
18:26:18:4130,3.1663,5.8308,-1.4019,6.782
18:26:18:4220,5.0717,5.0714,0.1139,7.173
18:26:18:4320,9.3323,4.9765,2.9359,10.976
18:26:18:4420,11.3076,4.9242,6.3306,13.863
18:26:18:4590,16.2688,2.5106,5.0823,17.228
18:26:18:4630,14.3858,0.6401,5.2610,15.331
18:26:18:4750,12.8258,-0.9464,2.6900,13.139
18:26:18:4820,10.8787,-2.4721,0.2760,11.159
18:26:18:4940,7.7639,-3.6819,-1.5853,8.738
18:26:18:5060,4.6130,-4.7308,-2.1033,6.934
18:26:18:5130,1.9952,-6.0938,-1.2169,6.527
18:26:18:5260,0.2212,-7.0792,0.6770,7.115
18:26:18:5320,-0.7991,-8.0396,2.5830,8.482
18:26:18:5410,-1.1512,-8.6902,3.0975,9.297
18:26:18:5560,-1.2928,-9.6403,2.1676,9.965
18:26:18:5620,-1.6100,-10.3779,1.1803,10.568
18:26:18:5760,-1.6506,-11.2440,0.2878,11.368
18:26:18:5820,-1.8478,-11.9784,0.0003,12.120
18:26:18:5950,-2.3269,-12.7683,-0.2714,12.981
18:26:18:6010,-2.9411,-13.5718,-0.4910,13.896
18:26:18:6130,-3.8159,-14.4396,-0.8418,14.959
18:26:18:6220,-5.0028,-15.0844,-1.4662,15.960
18:26:18:6330,-6.8431,-15.4932,-2.4565,17.114
18:26:18:6420,-8.0699,-15.5480,-3.1056,17.791
18:26:18:6560,-9.2384,-15.2657,-3.6237,18.208
18:26:18:6610,-9.2826,-14.9302,-4.0202,18.034
18:26:18:6750,-8.3738,-14.3793,-3.6290,17.031
18:26:18:6820,-7.2438,-13.8834,-2.3414,15.834
18:26:18:6929,-5.4653,-13.2112,-0.8939,14.325
18:26:18:7040,-4.2274,-12.2451,0.0547,12.954
18:26:18:7120,-2.7575,-11.1662,0.7626,11.527
18:26:18:7210,-1.1829,-9.9818,1.3030,10.136
18:26:18:7340,1.2279,-7.6602,1.0989,7.835
18:26:18:7420,4.1897,-5.1524,0.8169,6.691
18:26:18:7530,8.5502,-0.9609,-0.1429,8.605
18:26:18:7640,10.5567,2.0396,-1.2093,10.820
18:26:18:7730,12.4648,5.5609,0.5794,13.661
18:26:18:7810,14.1555,8.0623,4.1412,16.809
18:26:18:7930,18.4191,10.9425,9.1520,23.297
18:26:18:8020,22.7968,14.0993,11.9641,29.353
18:26:18:8129,26.3560,17.4019,11.3354,33.555
18:26:18:8230,26.9948,19.2580,6.4777,33.787
18:26:18:8370,23.1643,19.7597,-0.2395,30.448
18:26:18:8420,18.3825,18.7241,-4.1483,26.565
18:26:18:8540,11.8004,16.4547,-5.0644,20.872
18:26:18:8620,7.2897,14.5969,-3.3147,16.649
18:26:18:8730,2.7309,12.7123,-0.7738,13.025
18:26:18:8820,-0.3458,11.7856,0.8146,11.819
18:26:18:8920,-3.2991,11.2997,2.6315,12.062
18:26:18:9010,-3.8785,11.2083,4.6593,12.743
